,ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
8092839,LRRC15,-0.164096767,6.981399168,-2.735543683,0.017583113,0.081803119,-3.572291594
8092845,GP5,-0.436314097,7.939538361,-1.804232154,0.095451446,0.243617348,-5.139658167
8092849,ATP13A3,0.227249136,10.37417292,0.724448186,0.482196455,0.66742997,-6.400954807
8092883,NA,-0.041266615,5.287021443,-0.493000514,0.630601177,0.781608375,-6.546239091
8092886,NA,0.125765014,3.692508064,1.323893726,0.209354671,0.399373043,-5.80323643
8092888,TMEM44,-0.170143214,7.962143856,-1.945865701,0.074620773,0.208042189,-4.920483305
8092905,LSG1,-0.154174792,10.01924062,-1.559080571,0.144048881,0.315988905,-5.495345593
8092922,XXYLT1,0.073292801,8.797730924,1.198982906,0.25287902,0.451117745,-5.951471343
8092931,NA,-0.245740841,7.925643192,-2.537923967,0.025446462,0.103702434,-3.924584576
8092933,ACAP2,-0.225753211,10.098767,-1.664194806,0.121046256,0.283836421,-5.346811396
8092957,NA,-0.910892693,7.244084407,-8.595623523,1.39E-06,0.000381101,5.745939803
8092959,PPP1R2,-0.130862424,10.41809231,-1.119930649,0.283903754,0.484908118,-6.039284449
8092968,PPP1R2,-0.670789112,7.681753375,-7.259116253,8.19E-06,0.001002501,4.019240008
8092970,APOD,-0.13824439,6.312302735,-1.480425696,0.16364052,0.341870899,-5.602243747
8092978,MUC4,-0.151509599,6.901002687,-2.342805931,0.036510027,0.13128233,-4.264374375
8093013,TNK2,-0.247834749,9.303377801,-2.028056786,0.064530561,0.189618343,-4.789308774
8093035,NA,-0.140841913,6.678894286,-1.675677438,0.118739675,0.280442258,-5.330211497
8093037,NA,-0.140033107,5.000266367,-0.867020515,0.402347959,0.599491538,-6.286278793
8093039,NA,-0.049465376,10.50545793,-0.968381498,0.351308098,0.55221195,-6.193740608
8093053,TFRC,0.733975193,11.88723104,2.91359993,0.012576045,0.065872483,-3.249733952
8093074,ZDHHC19,-0.161919914,7.039095659,-2.847285015,0.014250224,0.071470055,-3.370331771
8093086,PCYT1A,-0.375651426,9.45106748,-4.225080708,0.001090587,0.014229337,-0.843173029
8093096,NA,0.474331863,7.44876211,4.04079174,0.00152604,0.017359948,-1.177280678
8093104,NA,-0.09356094,6.941328881,-0.840484086,0.416502028,0.611714496,-6.309018159
8093110,NA,-0.087507443,5.275115432,-1.097029597,0.293413698,0.494224601,-6.063816571
8093112,UBXN7,-0.219697421,10.77434714,-2.329939755,0.03738287,0.1332003,-4.286441168
8093126,NA,-0.696928226,7.078516388,-4.991277502,0.000281759,0.006309172,0.506776673
8093128,NA,-0.145289021,6.884457851,-1.575509683,0.140221289,0.310538626,-5.472547895
8093130,RNF168,-0.177586028,9.833935637,-1.338037308,0.204833603,0.394716082,-5.785751204
8093137,SMCO1,-0.030177101,4.936311736,-0.552950927,0.590097337,0.751111558,-6.513626311
8093141,WDR53,0.055907337,8.513771439,0.449806182,0.66058912,0.803963446,-6.567507333
8093145,CEP19,0.445043539,8.010394588,2.239516293,0.044102339,0.147957237,-4.440183178
8093150,NA,-0.191403181,6.308661675,-2.488425676,0.027899184,0.109922982,-4.011633773
8093152,NA,0.13529388,3.919381061,2.17588917,0.049500369,0.159443546,-4.546856925
8093156,NCBP2,0.28874434,9.426564764,3.371717104,0.00529944,0.037607725,-2.407581812
8093166,PIGZ,0.058546343,8.135989604,0.482762696,0.637649907,0.786578697,-6.55144982
8093171,MELTF,0.164192232,8.839379356,1.017051781,0.328505123,0.529747921,-6.146189677
8093191,DLG1,-0.041406903,10.52874277,-0.422509328,0.679865687,0.816530363,-6.579975253
8093219,BDH1,0.38991502,8.886856067,2.156832455,0.051234604,0.163062378,-4.578547246
8093230,RUBCN,0.041809627,9.486441043,0.559323987,0.585871681,0.748023219,-6.509949818
8093256,NA,0.361922152,10.85386103,2.927424651,0.012252405,0.064665825,-3.224532361
8093258,IQCG,0.140830557,7.624831067,0.882431506,0.394278441,0.592034108,-6.272786172
8093272,ANKRD18DP,-0.484900019,7.274061385,-1.094361585,0.294537085,0.495388258,-6.066647605
8093278,HGD,-0.339634182,6.523293784,-1.596250362,0.135514978,0.303752421,-5.443542336
8093294,CCR2,0.011053751,4.957644052,0.076162076,0.940501565,0.969561925,-6.671131625
8093298,CCR5,-0.05380472,5.501439744,-0.781471405,0.449145426,0.639503845,-6.357316286
8093304,CCRL2,0.128566516,7.171608943,0.640107473,0.533717227,0.707938832,-6.459902865
8093314,NDUFB4,0.289290419,10.49757898,2.650086576,0.020638701,0.09074552,-3.725489558
8093320,NA,0.060282678,8.728678068,0.453262657,0.65816581,0.802363233,-6.565874688
8093330,NA,-0.274343382,8.71926841,-1.166888563,0.265140865,0.464679385,-5.987700402
8093332,ZNF876P,0.044234472,6.648129047,0.174478659,0.864297229,0.927232169,-6.658047445
8093336,ZNF141,0.294081757,10.31592585,2.203071965,0.04712206,0.154242028,-4.501443807
8093343,PIGG,-0.393088435,8.765108323,-5.55384161,0.000109632,0.003785144,1.448794747
8093360,PDE6B,0.059043046,7.526665357,0.648097773,0.528704891,0.703946207,-6.454608893
8093386,MYL5,0.207488341,7.335006504,3.936343206,0.001848973,0.019668686,-1.367868625
8093398,PCGF3,-0.203587461,9.63423727,-1.95063391,0.073997878,0.20690711,-4.912949654
8093413,TMEM175,-0.021877639,9.526019249,-0.124404954,0.902982671,0.948533472,-6.665990883
8093425,IDUA,0.292054342,8.662410405,2.278001154,0.04111298,0.141258787,-4.375044672
8093440,FGFRL1,0.144795051,8.833656184,1.297870682,0.217884942,0.410531626,-5.83504303
8093451,NA,-0.276432026,5.895207046,-1.340183443,0.204154598,0.393908975,-5.783085918
8093453,NA,-0.133756469,6.516771948,-1.480089141,0.16372899,0.341982377,-5.602692977
8093456,CTBP1-DT,0.364711275,9.225508235,2.588938654,0.023137936,0.097744716,-3.834331503
8093462,MAEA,0.31787414,10.09206238,2.666194061,0.020025511,0.089071524,-3.696706525
8093476,UVSSA,0.010471879,7.807514685,0.16035609,0.875175548,0.933967508,-6.660556208
8093494,NA,-0.602337796,8.42603029,-3.641010425,0.003198341,0.027309702,-1.910382477
8093500,TACC3,0.240932136,8.910146292,1.529563971,0.151151696,0.325817182,-5.535901591
8093518,FGFR3,0.050358349,7.731692889,0.664802194,0.518313754,0.695450236,-6.443343564
8093539,NSD2,0.249918404,9.395083756,3.106795474,0.008733565,0.051928841,-2.896018986
8093576,SCARNA22,0.280336493,8.381590602,2.65429848,0.020476609,0.090281998,-3.717967509
8093578,NAT8L,-0.024822691,7.189821361,-0.25019923,0.806518254,0.89340285,-6.64101264
8093590,RNF4,0.199059264,8.99070607,2.430936243,0.031035183,0.117603104,-4.112040772
8093601,FAM193A,-0.023775749,9.741586029,-0.322764361,0.752235117,0.861912343,-6.61905336
8093624,SH3BP2,-0.170221796,8.473153539,-2.045120523,0.062600614,0.185975431,-4.761736422
8093643,ADD1,-0.215141805,9.736261077,-3.670481039,0.003027203,0.026421172,-1.856062984
8093665,GRK4,-0.087684941,7.108332079,-0.615053642,0.549607071,0.720584634,-6.476103221
8093683,NA,-0.225428017,6.653789922,-1.527899399,0.151561044,0.326361513,-5.538173139
8093685,NA,-0.211581213,10.09884677,-2.097313982,0.057025256,0.175019798,-4.676712456
8093756,MSANTD1,0.034753449,6.622674183,0.313244459,0.759285652,0.866116284,-6.622246611
8093764,RGS12,-0.132533605,7.741481164,-2.384088219,0.033839139,0.124330282,-4.193268451
8093792,HGFAC,-0.05891153,7.222573792,-0.862585036,0.404690977,0.601642875,-6.290123212
8093807,DOK7,6.11E-05,7.913324263,0.000842217,0.999341366,0.999620945,-6.674215039
8093821,NA,-0.139082421,6.58267598,-1.845404867,0.088910151,0.232657968,-5.076892697
8093826,ADRA2C,0.128677392,7.742912807,1.96521449,0.07212264,0.203393541,-4.889853219
8093829,ZBTB49,0.040595854,7.899768918,0.281234742,0.783154407,0.880255613,-6.632292709
8093839,NSG1,-0.175913379,6.343933311,-2.443927772,0.030298079,0.115971391,-4.089419
8093852,MSX1,-0.082198848,7.647273846,-1.190023249,0.256256678,0.45494954,-5.961663716
8093858,STK32B,0.003794107,7.828578856,0.007502926,0.994132591,0.996966326,-6.674185481
8093872,LINC01587,-0.23755953,6.840139748,-3.288748206,0.006195791,0.041576229,-2.56078241
8093878,EVC,-0.08177088,8.300202427,-0.23177724,0.820480569,0.902439187,-6.64571174
8093906,WFS1,0.121469428,6.951324927,1.603018944,0.134009039,0.302198608,-5.434022837
8093916,MAN2B2,0.108226228,9.060217464,0.965551336,0.35266805,0.55348737,-6.1964444
8093936,MRFAP1,-0.090407466,10.1320542,-0.574326898,0.575986754,0.74065753,-6.501137063
8093943,LOC93622,0.161602984,8.278402443,1.726887381,0.10891822,0.265630261,-5.255322123
8093950,S100P,-0.010486366,7.043204356,-0.154623431,0.879599012,0.936377271,-6.661514438
8093957,BLOC1S4,0.201278286,7.227710522,3.144409891,0.008134908,0.049591362,-2.826839774
8093961,KIAA0232,-0.031623427,8.500065521,-0.268846384,0.792455578,0.885471201,-6.635894136
8093974,NA,-0.850727949,6.040829179,-5.201845615,0.000196882,0.005178179,0.864636934
8093976,TBC1D14,-0.239354753,10.03606536,-1.229100494,0.241780467,0.43821725,-5.916769891
8093991,NA,-0.30386644,6.942577842,-1.95027509,0.074044586,0.207005413,-4.913516917
8093993,TADA2B,0.024542966,8.6989525,0.157920764,0.87705418,0.935013385,-6.660967524
8093997,SORCS2,0.048322122,7.115049069,0.800077443,0.438680494,0.631179,-6.342429555
8094026,NA,0.102739177,8.62912291,0.74761529,0.46859196,0.656320469,-6.383589087
8094028,AFAP1-AS1,-0.106611547,6.557207132,-1.215453442,0.246760953,0.444177719,-5.932577654
8094030,LOC389199,0.042732751,7.215584518,0.534842302,0.602189728,0.76050583,-6.523853809
8094032,SH3TC1,-0.451803112,7.973346229,-3.67679759,0.002991755,0.02624862,-1.844424513
8094056,HTRA3,-0.285042699,8.585389122,-0.914582877,0.3778002,0.576896493,-6.24396572
8094068,NA,-0.00168561,6.591360002,-0.024263592,0.981027297,0.990726902,-6.673902369
8094070,NA,-0.126126639,8.344130566,-1.984513677,0.069707712,0.19933508,-4.8591461
8094086,TRMT44,-0.022312205,7.113582189,-0.320112338,0.754196928,0.863239322,-6.619952373
8094093,GPR78,-0.124480673,6.770894593,-1.85183487,0.087925977,0.231125858,-5.06701832
8094101,CPZ,0.013723196,7.50010552,0.15145541,0.882045361,0.937722363,-6.662029076
8094116,NA,-0.234746074,7.197632941,-2.375958754,0.034349842,0.125658832,-4.207306675
8094118,NA,-0.234746074,7.197632941,-2.375958754,0.034349842,0.125658832,-4.207306675
8094120,NA,-0.234746074,7.197632941,-2.375958754,0.034349842,0.125658832,-4.207306675
8094122,NA,-0.227294748,7.210746693,-2.421139204,0.031602428,0.118940436,-4.129072863
8094124,NA,-0.234746074,7.197632941,-2.375958754,0.034349842,0.125658832,-4.207306675
8094126,NA,-0.234746074,7.197632941,-2.375958754,0.034349842,0.125658832,-4.207306675
8094128,NA,-0.234746074,7.197632941,-2.375958754,0.034349842,0.125658832,-4.207306675
8094130,NA,-0.260396352,7.155365347,-2.606945317,0.022372813,0.095739309,-3.802352277
8094132,NA,-0.234746074,7.197632941,-2.375958754,0.034349842,0.125658832,-4.207306675
8094134,NA,-0.289531113,6.946594782,-1.825802601,0.091972243,0.23792798,-5.10687576
8094136,DEFB108B,-0.322548931,5.677947103,-3.443846446,0.00462728,0.034530374,-2.274341046
8094139,NA,-0.080311342,4.821665291,-0.736236302,0.475244068,0.661906628,-6.392181116
8094142,NA,-0.043160951,5.13790424,-0.439210949,0.66804224,0.808689103,-6.572436539
8094144,UNC93B1,-0.106568956,8.443824367,-1.640464955,0.125938021,0.290902412,-5.380888041
8094148,NA,0.316002694,9.109850541,3.302176381,0.00604096,0.040924892,-2.535996028
8094154,OR7E35P,0.046806523,7.583451197,0.758355825,0.462366526,0.651509503,-6.375368879
8094156,DRD5,-0.101074283,8.05293522,-1.368764308,0.19528647,0.383331581,-5.747290497
8094163,NA,0.059245761,4.610747022,0.602340735,0.557769296,0.726867743,-6.484091155
8094165,HSP90AB2P,0.283768663,8.355129085,3.159036052,0.007913388,0.048555741,-2.799919146
8094169,CPEB2,-0.168803834,8.518681069,-0.673708717,0.512822205,0.691296153,-6.437228082
8094184,C1QTNF7,-0.011569772,5.148044862,-0.179823693,0.860187465,0.924968901,-6.657043007
8094190,CC2D2A,-0.227172508,5.593967193,-2.617475839,0.021936848,0.094725876,-3.783621993
8094226,FAM200B,0.409837104,6.003881444,2.555136293,0.024643604,0.101604517,-3.894192167
8094228,BST1,-0.083725954,8.90732706,-0.389858553,0.703234958,0.831270045,-6.593891888
8094240,CD38,2.174282787,9.606993793,7.645148426,4.80E-06,0.000780294,4.542571637
8094251,TAPT1-AS1,-0.575207193,8.508481854,-3.372112991,0.005295493,0.037587727,-2.406850582
8094253,CLRN2,-0.026580168,6.371932904,-0.313715737,0.758936082,0.866014212,-6.622090743
8094257,NA,0.051267974,5.569412627,0.506843693,0.621130052,0.775046569,-6.539026352
8094259,LAP3,0.369547243,9.797121105,2.040265456,0.063144211,0.186997123,-4.769592953
8094271,MED28,0.175550478,10.47064609,1.890772136,0.082174333,0.221748827,-5.006817511
8094278,NCAPG,1.003994275,9.611958951,4.170793177,0.001203585,0.015122937,-0.941281698
8094301,SLIT2,-0.062137546,5.093522985,-0.976115508,0.347610814,0.548156052,-6.186317358
8094340,MIR218-1,-0.073510255,5.276100769,-0.75685252,0.46323474,0.652219,-6.376525854
8094342,PACRGL,0.016885175,9.288376316,0.200839601,0.844070859,0.915458886,-6.652801575
8094355,NA,-0.266460229,6.742458513,-2.709257313,0.018472411,0.084465239,-3.619540713
8094357,NA,-0.053949009,4.836132053,-0.55534014,0.58851132,0.750215703,-6.512252715
8094359,NA,0.591570994,7.336034244,5.254513167,0.00018017,0.004934625,0.953175601
8094361,GBA3,0.122887057,6.025411604,1.853805863,0.087626278,0.230757997,-5.063987672
8094372,SOD3,0.047214599,6.820520506,0.71738988,0.486388912,0.670640258,-6.406145971
8094378,PI4K2B,0.046721897,8.787118144,0.189021338,0.853125481,0.9205859,-6.655244031
8094391,NA,-0.16563817,3.957757418,-1.101183021,0.291671302,0.492796591,-6.059398114
8094393,ZCCHC4,0.308277287,8.151573137,3.218838127,0.007068893,0.045359981,-2.689745326
8094408,ANAPC4,0.073093797,10.09106783,0.661518819,0.520346801,0.697054531,-6.44557893
8094439,NA,0.258056298,5.565045228,3.174511897,0.007685585,0.047729092,-2.771423096
8094441,SLC34A2,-0.08522571,6.296742357,-1.065858566,0.306741073,0.507702875,-6.096537197
8094456,SMIM20,0.401927049,8.65730899,4.721678401,0.000449773,0.008423001,0.039874624
8094460,RBPJ,-0.015400907,10.24750333,-0.236204237,0.817119232,0.900407686,-6.644614983
8094476,TBC1D19,-0.175222028,8.640166273,-1.619359479,0.130433247,0.297223914,-5.410933371
8094499,NA,-0.476794782,7.749532804,-3.591190661,0.00351041,0.028960886,-2.002271792
8094501,STIM2,0.174338991,8.170341842,1.6574524,0.122418913,0.285646989,-5.356525125
8094516,NA,-0.121310679,5.867431652,-1.382526761,0.191130729,0.377750232,-5.729856332
8094518,NA,0.138706512,3.649633757,2.73758399,0.017515873,0.081638283,-3.568619753
8094520,PCDH7,-0.004121099,6.246256652,-0.067458025,0.947289389,0.973575368,-6.671796077
8094531,NA,-0.004906648,3.473815899,-0.056737595,0.955655537,0.978098006,-6.672503845
8094533,DTHD1,-0.052596454,4.562617655,-0.569094793,0.579423955,0.742870102,-6.504235546
8094542,NWD2,0.028585944,5.440598442,0.389241858,0.703679492,0.831270045,-6.59414425
8094550,C4orf19,-0.01079282,5.644895956,-0.152646457,0.881125483,0.937092451,-6.661836838
8094556,PGM2,0.088629454,10.5226641,0.956823009,0.35688575,0.557269969,-6.204740178
8094574,TBC1D1,-0.125522684,10.06992079,-1.290650015,0.220301026,0.413236621,-5.843783859
8094596,PTTG2,0.010573871,4.219887543,0.08446343,0.934032301,0.965943209,-6.670422955
8094599,KLF3,0.739944513,10.46090847,7.644388704,4.80E-06,0.000780294,4.54156194
8094609,FAM114A1,-0.000248329,6.972809061,-0.001214534,0.999050206,0.999500472,-6.674214631
8094625,KLHL5,0.103768763,10.05410552,0.826232072,0.424238653,0.61871466,-6.320970992
8094638,WDR19,0.133398829,8.558445371,0.809639106,0.433364289,0.62658955,-6.334656549
8094677,NA,-0.00195663,3.637351206,-0.035928554,0.971909534,0.986685632,-6.673529032
8094679,KLB,0.006730561,6.045389785,0.09708644,0.924204701,0.960673179,-6.669205156
8094686,NA,-0.036434141,3.720643919,-0.672966037,0.513278818,0.691634311,-6.437740917
8094688,LIAS,0.227126433,8.583307119,1.909125123,0.079583848,0.216796481,-4.978205067
8094701,LOC401127,0.225400152,7.350490659,2.144774854,0.052361213,0.16544613,-4.598534488
8094704,UBE2K,0.042106822,11.52140107,0.325354648,0.750320709,0.860814708,-6.618168236
8094717,NA,-0.812640607,5.799663209,-5.051651222,0.000254082,0.005953519,0.610008144
8094719,N4BP2,0.058020641,9.069298211,0.380719673,0.709834158,0.835436993,-6.597591749
8094739,NA,-0.492622133,6.491479819,-3.65702942,0.003104127,0.026845876,-1.880852917
8094741,NA,-0.698401474,7.270219265,-4.595034401,0.000562129,0.009633151,-0.18264455
8094743,RHOH,-0.270536391,10.01169265,-1.307233873,0.214783879,0.406852818,-5.823653689
8094751,CHRNA9,-0.020270615,5.407013534,-0.222308751,0.827682196,0.906020583,-6.64798843
8094759,NSUN7,-0.555520959,7.239109818,-1.620525537,0.130181285,0.296808881,-5.409279923
8094772,NA,0.052793602,5.586109682,0.481800807,0.638314079,0.787066505,-6.551933983
8094774,NA,0.249920911,3.274442814,4.286338334,0.000976152,0.013352446,-0.732805062
8094776,NA,0.040716454,6.377046073,0.345230626,0.735689309,0.851855842,-6.611145278
8094778,UCHL1,0.211623294,8.212984546,0.528058906,0.606751629,0.763699641,-6.527601329
8094789,LIMCH1,-0.307544492,6.355054418,-2.139028567,0.052906264,0.166441785,-4.608042131
8094830,TMEM33,0.307265721,10.7257286,2.926463635,0.012274633,0.064752183,-3.226284865
8094843,DCAF4L1,0.056793216,6.009304375,0.582001791,0.570964433,0.737108457,-6.496543359
8094848,SLC30A9,0.073139395,10.08157071,0.811272792,0.432460178,0.625805775,-6.333320169
8094870,SHISA3,-0.201212476,6.504165843,-3.047468212,0.009768672,0.055763323,-3.004953447
8094872,NA,-0.014365415,6.397280231,-0.176121365,0.863033716,0.926440113,-6.657741957
8094874,NA,0.508531139,8.208011732,5.36024061,0.000150958,0.004460039,1.129717665
8094876,GUF1,0.244621547,10.14179923,2.483665261,0.028146783,0.110584477,-4.0199771
8094897,NA,-0.006154316,3.685348137,-0.098471533,0.923127103,0.960152536,-6.669061235
8094899,NA,0.075204509,3.449166646,1.37948791,0.192042007,0.378951209,-5.733716885
8094901,GABRB1,-0.0232311,4.983603996,-0.393156203,0.700859845,0.829727197,-6.592535819
8094911,ATP10D,-0.199499178,8.785242064,-1.302347201,0.216397845,0.408677843,-5.829605532
8094936,NA,-0.135748333,5.719536955,-1.56299172,0.1431296,0.314761903,-5.489932732
8094938,NIPAL1,-0.194835391,7.074379507,-2.857839266,0.01396972,0.07046656,-3.351172036
8094946,NA,-0.149869344,3.393304124,-3.04909777,0.009738665,0.055658829,-3.001964553
8094948,SLAIN2,0.292432596,11.15445226,3.164168779,0.007837093,0.048276667,-2.790469405
8094960,SLC10A4,0.594937013,8.054538118,2.862812848,0.013839436,0.070138766,-3.342138605
8094968,ZAR1,0.236989636,7.722726433,2.796768779,0.015671789,0.075975309,-3.461844031
8094974,OCIAD1,0.101105805,9.379014695,1.147124201,0.27291812,0.473349028,-6.009619964
8094986,NA,-0.357578852,5.126694685,-3.330689728,0.005725013,0.039458858,-2.48335233
8094988,CWH43,-0.071717432,4.728483217,-1.324816324,0.209057301,0.399367812,-5.802100087
8095005,NA,0.074424876,6.348096843,0.995341171,0.338540734,0.539168261,-6.167645895
8095009,DCUN1D4,-0.047119375,9.331538981,-0.5240097,0.609483015,0.766012002,-6.529816549
8095021,SPATA18,-0.259806859,6.010574614,-2.003152253,0.067446389,0.195114024,-4.829345359
8095035,NA,0.081099805,3.228913994,1.25424822,0.232811469,0.427908602,-5.887281437
8095037,NA,-0.158678161,4.129593325,-1.263937078,0.229427447,0.424205858,-5.875797134
8095043,RASL11B,0.208871426,6.921601588,1.845912365,0.088832113,0.232607964,-5.076114046
8095048,FIP1L1,-0.051461131,10.83673956,-0.840953765,0.416248667,0.611595307,-6.308621148
8095072,NA,-0.035350174,7.594546432,-0.708240052,0.491856535,0.674909216,-6.412805802
8095074,GSX2,-0.149264228,8.227449558,-2.593704363,0.022932991,0.097311047,-3.825873809
8095078,NA,-0.069125227,5.037524709,-1.231288788,0.240989292,0.43726339,-5.914222315
8095080,PDGFRA,-0.086084631,6.875589016,-0.287374424,0.778557521,0.877339576,-6.630448491
8095110,KIT,0.752634685,11.30409477,2.698774987,0.018839223,0.085681282,-3.638352144
8095135,NA,-0.070247398,5.530835009,-1.018977628,0.327625479,0.528790382,-6.144267503
8095137,NA,0.055175057,3.438483694,0.792341507,0.443012317,0.634976269,-6.348657487
8095139,SRD5A3,0.499239773,10.54233676,4.383240733,0.000819868,0.012000834,-0.558986829
8095148,TMEM165,0.25286669,10.75578688,2.852059908,0.014122636,0.071033448,-3.361665294
8095159,NA,-0.173523954,8.693292664,-1.124746227,0.281934172,0.482628601,-6.034073349
8095161,NA,0.060403967,3.778966633,1.103500501,0.290702502,0.491789412,-6.056926808
8095163,EXOC1,0.003240638,10.15044208,0.052357713,0.959075207,0.98012176,-6.672757868
8095185,NA,-0.364972592,6.503385445,-3.287175171,0.006214188,0.041681069,-2.563685718
8095187,CEP135,0.023298677,8.558548798,0.124123047,0.903201299,0.948673343,-6.666028092
8095214,NA,-0.890576905,8.690836564,-5.901465222,6.25E-05,0.002850481,2.007847186
8095216,CRACD,0.444381181,9.088103705,3.652452867,0.003130751,0.026964463,-1.889288486
8095221,PAICS,0.45546067,10.7730514,3.452004388,0.004556907,0.034266333,-2.259271127
8095230,SRP72,0.095686959,11.95678812,1.32579301,0.208742872,0.398973489,-5.800896479
8095246,ARL9,-0.005111865,6.32788575,-0.037801717,0.97044575,0.986145611,-6.673455601
8095251,THEGL,-0.149436317,6.752865885,-1.768120868,0.101541474,0.253787065,-5.194032882
8095260,NA,-0.213269175,5.887715292,-1.63217334,0.127687636,0.293376704,-5.392721556
8095262,REST,-0.079598864,10.21961415,-1.499430722,0.158710005,0.335838728,-5.576761355
8095269,POLR2B,0.18009711,11.0507717,1.873574415,0.08467119,0.225688169,-5.033492041
8095295,NA,-0.105604045,4.426371998,-0.842967303,0.415163653,0.61061461,-6.306916903
8095297,NA,-0.183881645,3.403559316,-1.476635501,0.164639187,0.343246573,-5.607298761
8095299,NA,0.4283519,6.168448544,2.495133698,0.027553857,0.109104622,-3.999868319
8095301,NA,0.178650243,3.844869193,2.664323097,0.020095811,0.089249498,-3.700052116
8095303,ADGRL3,-0.011319762,4.873799646,-0.142658462,0.888844934,0.941733852,-6.663402456
8095331,NA,-0.071360018,4.067046533,-1.040994265,0.317691269,0.518639252,-6.122075684
8095333,NA,0.195117814,8.04907818,1.578316125,0.139576314,0.309377748,-5.46863774
8095335,NA,0.029446925,4.013143685,0.573990772,0.576207245,0.740856958,-6.501336927
8095337,NA,0.1036538,3.136406476,1.999959944,0.067828826,0.195812071,-4.834459437
8095339,NA,0.060375583,3.373071507,1.021077056,0.32666851,0.527809858,-6.142168585
8095341,NA,0.264932852,9.228505922,2.587718805,0.023190681,0.097849297,-3.83649566
8095343,STAP1,0.241333844,9.246642639,0.99361497,0.339348067,0.54006656,-6.169335009
8095356,NA,-0.771146897,6.787206393,-2.432938553,0.030920462,0.117368743,-4.108556874
8095358,NA,-0.124021493,3.980912574,-1.917091199,0.078482819,0.214887133,-4.965739601
8095360,NA,0.183592858,7.97786521,1.404346417,0.184692126,0.369306613,-5.701955652
8095362,MT2A,0.138369473,12.44178272,0.290303952,0.776367187,0.876448461,-6.629554681
8095364,TMPRSS11E,-0.142891874,4.838082111,-2.560238897,0.024410362,0.100942848,-3.885170621
8095376,MT2A,0.182276506,12.03283087,0.387479545,0.704950452,0.832130431,-6.594863271
8095380,TMPRSS11E,-0.146263358,4.649256223,-2.587289918,0.023209253,0.097849297,-3.837256488
8095390,UGT2B10,-0.023468623,3.771271913,-0.239543231,0.81458649,0.898824422,-6.643774169
8095395,UGT2B7,0.136772122,4.384293344,1.712072205,0.111682821,0.269725312,-5.277129974
8095402,UGT2A3,-0.053728313,5.034599296,-0.757865364,0.462649673,0.651670805,-6.375746578
8095404,UGT2B28,-0.143879595,3.639831972,-1.675246283,0.118825579,0.280605342,-5.33083609
8095412,CSN1S1,0.002024444,5.12262332,0.025121752,0.980356417,0.990567103,-6.673879834
8095422,STATH,0.097394069,4.100037442,1.198019088,0.253240684,0.45142433,-5.952570667
8095430,HTN3,-0.014902682,4.227237853,-0.228125185,0.823256305,0.90378561,-6.646601027
8095435,HTN1,-0.009742255,3.916268937,-0.146790007,0.885650289,0.939799181,-6.662767634
8095441,CSN1S2AP,0.0931689,4.526538057,1.175540712,0.261790697,0.461037967,-5.978010565
8095451,PRR27,-0.011784008,5.557202536,-0.239271336,0.814792651,0.898885127,-6.643843074
8095456,ODAM,0.106333178,4.251835203,1.499123274,0.158788752,0.335907818,-5.577175373
8095467,FDCSP,0.176345751,5.323505476,2.167364672,0.050269193,0.161098489,-4.561047889
8095477,CSN3,0.123671612,5.756013318,2.14551908,0.052291008,0.165271352,-4.597302274
8095484,CABS1,0.069125701,4.220911933,1.044579333,0.316094846,0.517072468,-6.118424449
8095488,SMR3A,-0.214987065,6.382142281,-2.815303593,0.015134643,0.07432717,-3.428305574
8095491,SMR3B,0.081792909,4.140795045,1.108683086,0.288544782,0.489446894,-6.05138484
8095500,OPRPN,0.047108859,5.010427575,0.712289537,0.489432136,0.673108167,-6.409868031
8095504,MUC7,0.03579948,6.211422591,0.620057637,0.546412531,0.71770801,-6.472916028
8095508,AMTN,0.001606984,4.715540081,0.024929217,0.980506933,0.990567103,-6.673884958
8095519,AMBN,-0.090463849,4.700615691,-0.834173797,0.419915933,0.614752938,-6.314332956
8095535,ENAM,-0.077284544,5.966193471,-0.898246883,0.386112385,0.584939445,-6.258722197
8095539,UTP3,0.431277688,8.70304092,2.928634915,0.01222447,0.064588728,-3.222325193
8095543,NA,-0.250069813,3.949621367,-3.728956737,0.002714775,0.024650629,-1.748379871
8095545,RUFY3,-0.02715291,9.051304297,-0.295459747,0.772517194,0.874201503,-6.627959918
8095562,NA,-0.268021776,5.343398552,-2.542845569,0.025214341,0.103076967,-3.915900601
8095564,NA,-0.003641087,3.491767908,-0.061825756,0.951684023,0.976043335,-6.672183147
8095566,MOB1B,-0.010697489,10.92046665,-0.060644368,0.952606028,0.976550686,-6.67226006
8095574,DCK,0.285243184,10.18271217,5.416613727,0.000137458,0.004210627,1.223190483
8095585,SLC4A4,0.42608075,8.060711167,1.598416855,0.135031365,0.303279637,-5.440498188
8095616,NPFFR2,-0.024001595,4.712216559,-0.277280202,0.786119766,0.881951207,-6.633459743
8095624,NA,0.135553046,3.728137025,1.821965969,0.09258259,0.238878148,-5.112722897
8095626,NA,-0.313093371,6.692129681,-2.309713506,0.038795418,0.136205296,-4.321037732
8095628,ALB,-0.201094535,5.158346904,-3.04339576,0.009844065,0.056107127,-3.012422179
8095646,AFP,0.045927975,4.953865983,0.595146562,0.562417498,0.730375016,-6.488541824
8095663,AFM,0.035216674,4.877885811,0.506781389,0.621172523,0.775046569,-6.539059243
